1,72
2,117
3,184
4,184
5,250
6,274
7,319
8,409
9,465
10,465
11,568
12,651
13,715
14,810
15,916
16,1005
17,1083
18,1204
19,1316
20,1316
21,1410
22,1555
23,1750
24,1915
25,2125
26,2209
27,2394
28,2597
29,2781
30,2957
31,3189
32,3337
33,3584
34,3863
35,4057
36,4359
37,4693
38,4887
39,5192
40,5546
41,5915
42,6168
43,6563
44,6898
45,6898
46,7265
47,7659
48,7953
49,8255
50,8611
51,9013
52,9013
53,9247
54,9625
55,10057
56,10500
57,10886
58,11398
59,11934
60,12370
61,12415
62,12982
63,13480
64,14078
65,14680
66,15292
67,15832
68,16466
69,17133
70,17669
71,18094
72,18094
73,18418
74,18985
75,19683
76,20385
77,21097
78,21785
79,22530
80,22997
81,23586
82,24276
83,25010
84,25798
85,26485
86,27288
87,28011
88,28823
89,29588
90,30434
91,31232
92,32120
93,33023
94,33857
95,34780
96,35678
97,36612
98,37724
99,38626
100,39750
101,40758
102,41756
103,42779
104,43991
105,45104
106,46425
107,47327
108,48461
109,49706
110,50907
111,50907
112,51585
113,52574
114,53579
115,54713
116,56034
117,57466
118,58489
119,59901
120,61446
121,62767
122,64234
123,65801
124,67402
125,68388
126,69044
127,70076
128,71529
129,73093
130,74747
131,76215
132,77904
133,79458
134,81166
135,82844
136,84633
137,86498
138,88067
139,89861
140,89861
141,91073
142,92762
143,94552
144,96356
145,98015
146,99905
147,101837
148,103733
149,105678
150,107612
151,109486
152,111431
153,113432
154,115318
155,117330
156,119286
157,121300
158,123400
159,125167
160,127370
161,129537
162,131641
163,133331
164,135221
165,137211
166,139089
167,140979
168,142946
169,144991
170,147136
171,149337
172,151471
173,153580
174,155525
175,157639
176,159640
177,161744
178,163878
179,165934
180,168079
